Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Georgia,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Louisiana,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Mississippi,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Missouri,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,North Carolina,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Tennessee,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Texas,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,Other States,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2015,U.S.,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Alabama,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Arkansas,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,California,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Georgia,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Louisiana,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Mississippi,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Missouri,34
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,North Carolina,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Tennessee,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Texas,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,Other States,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2016,U.S.,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2017,Alabama,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2017,Arkansas,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2017,California,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only                                           ,2017,Georgia,4
